"Código","Nombre","Díametro Exterior","Espesor Nominal","Largo Mínimo","Largo Máximo","Tipo Costura","Tipo de Acero","Tratamiento Térmico","Norma","Forma","Rubro","Materia prima"
"C0000991","219,10 x 12,70 x SC X42 PSL1 ASTM A 106 / API 5L 8"" SCH 80 (11800/11800)","219.1","12.7","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","","","mp"
"C0000992","323,80 x 10,31 x SC X42 PSL1 ASTM A 106 / API 5L 12"" SCH 40 (11800/11800)","323.8","10.31","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","","","mp"
"C0000993","323,80 x 17,48 x SC X42 PSL1 ASTM A 106 / API 5L 12"" SCH 80 (11800/11800)","323.8","17.48","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","","","mp"
"C0000994","323,80 x 33,32 x SC X42 PSL1 ASTM A 106 / API 5L 12"" SCH 160 (11800/11800)","323.8","33.32","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","","","mp"
"C0000995","355,60 x 12,70 x SC X42 PSL1 ASTM A 106 / API 5L 14"" SCH XS (11800/11800)","355.6","12.7","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","","","mp"
"C0000996","355,60 x 28,83 x SC X42 PSL1 ASTM A 106 / API 5L 14"" SCH 100 (11800/11800)","355.6","28.83","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","","","mp"
"C0000997","355,60 x 23,83 x SC X42 PSL1 ASTM A 106 / API 5L 14"" SCH 100 (11800/11800)","355.6","23.83","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","","","mp"
"C0000998","355,60 x 35,71 x SC X42 PSL1 ASTM A 106 / API 5L 14"" SCH 160 (11800/11800)","355.6","35.71","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","","","mp"
"C0000999","457,20 x 12,70 x SC X42 PSL1 ASTM A 106 / API 5L 18"" SCH XS (11800/11800)","457.2","12.7","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","","","mp"
"C0001000","508,00 x 12,70 x SC X42 PSL1 ASTM A 106 / API 5L 20"" SCH XS/30 (11800/11800)","508","12.7","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","","","mp"
"C0001001","508,00 x 15,09 x SC X42 PSL1 ASTM A 106 / API 5L 20"" SCH 40 (11800/11800)","508","15.09","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","","","mp"
"C0001002","508,00 x 26,19 x SC X42 PSL1 ASTM A 106 / API 5L 20"" SCH 80 (11800/11800)","508","26.19","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","","","mp"
"C0001003","609,60 x 24,61 x SC X42 PSL1 ASTM A 106 / API 5L 24"" SCH 60 (11800/11800)","609.6","24.61","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","","","mp"
"C0001004","609,60 x 30,69 x SC X42 PSL1 ASTM A 106 / API 5L 24"" SCH 80 (11800/11800)","609.6","30.69","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","","","mp"
"C0001005","609,60 x 30,96 x SC X42 PSL1 ASTM A 106 / API 5L 24"" SCH 80 (11800/11800)","609.6","30.96","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","","","mp"
"C0001006","33,40 x 6,35 x SC X42 PSL1 ASTM A 106 / API 5L 1"" SCH 160 (11800/11800)","33.4","6.35","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L","","","mp"
"C0001007","88,90 x 5,49 x SC X42 PSL2 ASTM A 106 / API 5L 3"" SCH 40 (11000/11800)","88.9","5.49","11000","11800","SC","X42 PSL2","","ASTM A 106 / API 5L","","","mp"
"C0001008","114,30 x 6,02 x SC X42 PSL2 ASTM A 106 / API 5L 4"" SCH 40 (11000/11800)","114.3","6.02","11000","11800","SC","X42 PSL2","","ASTM A 106 / API 5L","","","mp"
"C0001009","114,30 x 8,56 x SC X42 PSL2 ASTM A 106 / API 5L 4"" SCH 80 (11000/11800)","114.3","8.56","11000","11800","SC","X42 PSL2","","ASTM A 106 / API 5L","","","mp"
"C0001010","323,80 x 17,48 x SC X42 PSL2 ASTM A 106 / API 5L 12"" SCH 80 (11000/11800)","323.8","17.48","11000","11800","SC","X42 PSL2","","ASTM A 106 / API 5L","","","mp"
"C0001011","323,80 x 33,32 x SC X42 PSL2 ASTM A 106 / API 5L 12"" SCH 160 (11000/11800)","323.8","33.32","11000","11800","SC","X42 PSL2","","ASTM A 106 / API 5L","","","mp"
"C0001012","355,60 x 23,83 x SC X42 PSL2 ASTM A 106 / API 5L 14"" SCH 100 (11000/11800)","355.6","23.83","11000","11800","SC","X42 PSL2","","ASTM A 106 / API 5L","","","mp"
"C0001013","406,40 x 9,52 x SC X42 PSL2 ASTM A 106 / API 5L 16"" SCH 30 (11000/11800)","406.4","9.52","11000","11800","SC","X42 PSL2","","ASTM A 106 / API 5L","","","mp"
"C0001014","33,40 x 4,55 x SC GºB PSL1 ASTM A 106 / API 5L 1"" SCH 80 (11800/11800)","33.4","4.55","11800","11800","SC","GºB PSL1","","ASTM A 106 / API 5L","","","mp"
"C0001015","33,40 x 6,35 x SC GºB PSL1 ASTM A 106 / API 5L 1"" SCH 160 (11800/11800)","33.4","6.35","11800","11800","SC","GºB PSL1","","ASTM A 106 / API 5L","","","mp"
"C0001016","48,30 x 3,68 x SC X52 PSL2 ASTM A 106 / API 5L 1 1/2"" SCH 40 (10000/11800)","48.3","3.68","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001017","48,30 x 7,14 x SC X52 PSL2 ASTM A 106 / API 5L 1 1/2"" SCH 160 (10000/11800)","48.3","7.14","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001018","60,30 x 11,07 x SC X52 PSL2 ASTM A 106 / API 5L 2"" SCH XXS (10000/11800)","60.3","11.07","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001019","73,00 x 5,16 x SC X52 PSL2 ASTM A 106 / API 5L 2 1/2"" SCH 40 (10000/11800)","73","5.16","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001020","114,30 x 11,13 x SC X52 PSL2 ASTM A 106 / API 5L 4"" SCH 120 (10000/11800)","114.3","11.13","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001021","219,10 x 6,35 x SC X52 PSL2 ASTM A 106 / API 5L 8"" SCH 20 (10000/11800)","219.1","6.35","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001022","219,10 x 7,04 x SC X52 PSL2 ASTM A 106 / API 5L 8"" SCH 30 (10000/11800)","219.1","7.04","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001023","219,10 x 8,18 x SC X52 PSL2 ASTM A 106 / API 5L 8"" SCH 40 (10000/11800)","219.1","8.18","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001024","219,10 x 10,31 x SC X52 PSL2 ASTM A 106 / API 5L 8"" SCH 60 (10000/11800)","219.1","10.31","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001025","219,10 x 12,70 x SC X52 PSL2 ASTM A 106 / API 5L 8"" SCH 80 (10000/11800)","219.1","12.7","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001026","273,00 x 6,35 x SC X52 PSL2 ASTM A 106 / API 5L 10"" SCH 20 (10000/11800)","273","6.35","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001027","273,00 x 7,80 x SC X52 PSL2 ASTM A 106 / API 5L 10"" SCH 30 (10000/11800)","273","7.8","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001028","323,80 x 6,35 x SC X52 PSL2 ASTM A 106 / API 5L 12"" SCH 20 (10000/11800)","323.8","6.35","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001029","323,80 x 9,52 x SC X52 PSL2 ASTM A 106 / API 5L 12"" SCH STD (10000/11800)","323.8","9.52","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001030","323,80 x 10,31 x SC X52 PSL2 ASTM A 106 / API 5L 12"" SCH 40 (10000/11800)","323.8","10.31","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001031","355,60 x 6,35 x SC X52 PSL2 ASTM A 106 / API 5L 14"" SCH 10 (10000/11800)","355.6","6.35","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001032","355,60 x 7,92 x SC X52 PSL2 ASTM A 106 / API 5L 14"" SCH 20 (10000/11800)","355.6","7.92","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001033","355,60 x 9,52 x SC X52 PSL2 ASTM A 106 / API 5L 14"" SCH STD (10000/11800)","355.6","9.52","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001034","355,60 x 12,70 x SC X52 PSL2 ASTM A 106 / API 5L 14"" SCH XS (10000/11800)","355.6","12.7","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001035","355,60 x 35,71 x SC X52 PSL2 ASTM A 106 / API 5L 14"" SCH 160 (10000/11800)","355.6","35.71","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001036","406,40 x 7,92 x SC X52 PSL2 ASTM A 106 / API 5L 16"" SCH 20 (10000/11800)","406.4","7.92","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001037","406,40 x 12,70 x SC X52 PSL2 ASTM A 106 / API 5L 16"" SCH 40 (10000/11800)","406.4","12.7","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001038","406,40 x 21,44 x SC X52 PSL2 ASTM A 106 / API 5L 16"" SCH 80 (10000/11800)","406.4","21.44","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001039","406,40 x 40,49 x SC X52 PSL2 ASTM A 106 / API 5L 16"" SCH 160 (10000/11800)","406.4","40.49","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001040","457,20 x 9,52 x SC X52 PSL2 ASTM A 106 / API 5L 18"" SCH STD (10000/11800)","457.2","9.52","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001041","457,20 x 12,70 x SC X52 PSL2 ASTM A 106 / API 5L 18"" SCH XS (10000/11800)","457.2","12.7","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001042","508,00 x 12,70 x SC X52 PSL2 ASTM A 106 / API 5L 20"" SCH XS/30 (10000/11800)","508","12.7","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001043","508,00 x 15,09 x SC X52 PSL2 ASTM A 106 / API 5L 20"" SCH 40 (10000/11800)","508","15.09","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001044","508,00 x 26,19 x SC X52 PSL2 ASTM A 106 / API 5L 20"" SCH 80 (10000/11800)","508","26.19","10000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001045","609,60 x 17,48 x SC X52 PSL2 ASTM A 106 / API 5L 24"" SCH 40 (8000/11800)","609.6","17.48","8000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001046","609,60 x 24,61 x SC X52 PSL2 ASTM A 106 / API 5L 24"" SCH 60 (8000/11800)","609.6","24.61","8000","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001047","609,60 x 30,96 x SC X52 PSL2 ASTM A 106 / API 5L 24"" SCH 80 (7000/10000)","609.6","30.96","7000","10000","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001048","21,30 x 2,77 x SC 304 L ASTM A 312 1/2"" SCH 40 (11800/11800)","21.3","2.77","11800","11800","SC","304 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001049","26,70 x 2,87 x SC 304 L ASTM A 312 3/4"" SCH 40 (11800/11800)","26.7","2.87","11800","11800","SC","304 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001050","33,40 x 2,77 x SC 304 L ASTM A 312 1"" SCH 10 (11800/11800)","33.4","2.77","11800","11800","SC","304 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001051","33,40 x 3,38 x SC 304 L ASTM A 312 1"" SCH 40 (5800/5800)","33.4","3.38","5800","5800","SC","304 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001052","33,40 x 4,55 x SC 304 L ASTM A 312 1"" SCH 80 (5800/5800)","33.4","4.55","5800","5800","SC","304 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001053","48,30 x 2,77 x SC 304 L ASTM A 312 1 1/2"" SCH 10 (11800/11800)","48.3","2.77","11800","11800","SC","304 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001054","60,30 x 2,77 x SC 304 L ASTM A 312 2"" SCH 10 (5800/5800)","60.3","2.77","5800","5800","SC","304 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001055","60,30 x 3,91 x SC 304 L ASTM A 312 2"" SCH 40 (5800/5800)","60.3","3.91","5800","5800","SC","304 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001056","88,90 x 3,05 x SC 304 L ASTM A 312 3"" SCH 10 (11800/11800)","88.9","3.05","11800","11800","SC","304 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001057","88,90 x 5,49 x SC 304 L ASTM A 312 3"" SCH 40 (5800/5800)","88.9","5.49","5800","5800","SC","304 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001058","114,30 x 3,05 x SC 304 L ASTM A 312 4"" SCH 10 (11800/11800)","114.3","3.05","11800","11800","SC","304 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001059","114,30 x 6,02 x SC 304 L ASTM A 312 4"" SCH 40 (5800/5800)","114.3","6.02","5800","5800","SC","304 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001060","168,30 x 3,40 x SC 304 L ASTM A 312 6"" SCH 10 (11800/11800)","168.3","3.4","11800","11800","SC","304 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001061","168,30 x 7,11 x SC 304 L ASTM A 312 6"" SCH 40 (11800/11800)","168.3","7.11","11800","11800","SC","304 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001062","219,10 x 3,76 x SC 304 L ASTM A 312 8"" SCH 10 (11800/11800)","219.1","3.76","11800","11800","SC","304 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001063","219,10 x 8,18 x SC 304 L ASTM A 312 8"" SCH 40 (5800/5800)","219.1","8.18","5800","5800","SC","304 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001064","21,30 x 2,11 x SC 316 L ASTM A 312 1/2"" SCH 10 (11800/11800)","21.3","2.11","11800","11800","SC","316 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001065","21,30 x 3,73 x SC 316 L ASTM A 312 1/2"" SCH 80 (11800/11800)","21.3","3.73","11800","11800","SC","316 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001066","26,70 x 2,11 x SC 316 L ASTM A 312 3/4"" SCH 10 (11800/11800)","26.7","2.11","11800","11800","SC","316 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001067","26,70 x 2,87 x SC 316 L ASTM A 312 3/4"" SCH 40 (11800/11800)","26.7","2.87","11800","11800","SC","316 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001068","26,70 x 3,91 x SC 316 L ASTM A 312 3/4"" SCH 80 (11800/11800)","26.7","3.91","11800","11800","SC","316 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001069","33,40 x 2,77 x SC 316 L ASTM A 312 1"" SCH 10 (11800/11800)","33.4","2.77","11800","11800","SC","316 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001070","33,40 x 3,38 x SC 316 L ASTM A 312 1"" SCH 40 (11800/11800)","33.4","3.38","11800","11800","SC","316 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001071","33,40 x 4,55 x SC 316 L ASTM A 312 1"" SCH 80 (5800/5800)","33.4","4.55","5800","5800","SC","316 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001072","48,30 x 2,77 x SC 316 L ASTM A 312 1 1/2"" SCH 10 (5800/5800)","48.3","2.77","5800","5800","SC","316 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001073","60,30 x 2,77 x SC 316 L ASTM A 312 2"" SCH 10 (5800/5800)","60.3","2.77","5800","5800","SC","316 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001074","60,30 x 3,91 x SC 316 L ASTM A 312 2"" SCH 40 (5800/5800)","60.3","3.91","5800","5800","SC","316 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001075","60,30 x 5,54 x SC 316 L ASTM A 312 2"" SCH 80 (5800/5800)","60.3","5.54","5800","5800","SC","316 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001076","88,90 x 3,05 x SC 316 L ASTM A 312 3"" SCH 10 (11800/11800)","88.9","3.05","11800","11800","SC","316 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001077","88,90 x 5,49 x SC 316 L ASTM A 312 3"" SCH 40 (5800/5800)","88.9","5.49","5800","5800","SC","316 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001078","114,30 x 3,05 x SC 316 L ASTM A 312 4"" SCH 10 (11800/11800)","114.3","3.05","11800","11800","SC","316 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001079","114,30 x 6,02 x SC 316 L ASTM A 312 4"" SCH 40 (5800/5800)","114.3","6.02","5800","5800","SC","316 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001080","168,30 x 3,40 x SC 316 L ASTM A 312 6"" SCH 10 (11800/11800)","168.3","3.4","11800","11800","SC","316 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001081","168,30 x 7,11 x SC 316 L ASTM A 312 6"" SCH 40 (11800/11800)","168.3","7.11","11800","11800","SC","316 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001082","168,30 x 10,97 x SC 316 L ASTM A 312 6"" SCH 80 (5800/5800)","168.3","10.97","5800","5800","SC","316 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001083","219,10 x 3,76 x SC 316 L ASTM A 312 8"" SCH 10 (11800/11800)","219.1","3.76","11800","11800","SC","316 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001084","219,10 x 8,18 x SC 316 L ASTM A 312 8"" SCH 40 (11800/11800)","219.1","8.18","11800","11800","SC","316 L","","ASTM A 312","REDONDO","INOX","mp"
"C0001085","13,70 x 2,24 x SC X42 PSL2 ASTM A 106 / API 5L 1/4"" SCH 40 (6000/6000)","13.7","2.24","6000","6000","SC","X42 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001086","21,30 x 2,77 x SC X42 PSL2 ASTM A 106 / API 5L 1/2"" SCH 40 (11800/11800)","21.3","2.77","11800","11800","SC","X42 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001087","26,70 x 2,87 x SC X42 PSL2 ASTM A 106 / API 5L 3/4"" SCH 40 (11800/11800)","26.7","2.87","11800","11800","SC","X42 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001088","26,70 x 5,56 x SC X42 PSL2 ASTM A 106 / API 5L 3/4"" SCH 160 (11800/11800)","26.7","5.56","11800","11800","SC","X42 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001089","114,30 x 6,02 x SC X52 PSL2 ASTM A 106 / API 5L 4"" SCH 40 (11800/11800)","114.3","6.02","11800","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001090","168,30 x 7,11 x SC X52 PSL2 ASTM A 106 / API 5L 6"" SCH 40 (11800/11800)","168.3","7.11","11800","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001091","273,00 x 9,27 x SC X52 PSL2 ASTM A 106 / API 5L 10"" SCH 40 (11800/11800)","273","9.27","11800","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001092","406,40 x 9,52 x SC X52 PSL2 ASTM A 106 / API 5L 16"" SCH 30 (11800/11800)","406.4","9.52","11800","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001093","73,02 x 5,51 x SC J55 PSL1 EU API 5 CT 2 7/8"" SCH 6.5 lb/ft (8650/10350)","73.02","5.51","8650","10350","SC","J55 PSL1 EU","","API 5 CT","REDONDO","TUBING","mp"
"C0001094","73,02 x 5,51 x SC N80Q PSL1 EU API 5 CT 2 7/8"" SCH 6.5 lb/ft (8650/10350)","73.02","5.51","8650","10350","SC","N80Q PSL1 EU","","API 5 CT","REDONDO","TUBING","mp"
"C0001095","219,10 x 6,35 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 8"" SCH 20 (11800/11800)","219.1","6.35","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670","REDONDO","CONDUCCION","mp"
"C0001096","88,90 x 5,49 x SC GºB ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 3"" SCH 40 (11800/11800)","88.9","5.49","11800","11800","SC","GºB","","ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670","REDONDO","CONDUCCION","mp"
"C0001097","114,30 x 6,02 x SC GºB ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670 4"" SCH 40 (11800/11800)","114.3","6.02","11800","11800","SC","GºB","","ASTM A 106 / API 5L TRICAPADO 3LPE DIN 30670","REDONDO","CONDUCCION","mp"
"C0001098","273,00 x 9,27 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 ","273","9.27","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","REDONDO","CONDUCCION","mp"
"C0001099","168,30 x 10,97 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","168.3","10.97","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","REDONDO","CONDUCCION","mp"
"C0001100","168,30 x 10,97 x SC GºB PSL1 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","168.3","10.97","11800","11800","SC","GºB PSL1","","ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","REDONDO","CONDUCCION","mp"
"C0001101","168,30 x 7,11 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 ","168.3","7.11","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","REDONDO","CONDUCCION","mp"
"C0001102","355,60 x 6,35 x SC X42 PSL1 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 ","355.6","6.35","11800","11800","SC","X42 PSL1","","ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","REDONDO","CONDUCCION","mp"
"C0001103","76,20 x 1,90 x CC RI LF SAE 1008 DIN 2394 (6000/6000)","76.2","1.9","6000","6000","CC RI","SAE 1008","LF","DIN 2394","REDONDO","PARA TREFILAR","mp"
"C0001104","48,30 x 3,50 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","48.3","3.5","6000","6000","CC RI","SAE 1010","LC","DIN 2394","REDONDO","PARA TREFILAR","mp"
"C0001105","63,50 x 6,35 x SC T22 ASTM A 213 (11800/11800)","63.5","6.35","11800","11800","SC","T22","","ASTM A 213","REDONDO","","mp"
"C0001106","323,80 x 17,48 x SC GºB ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 12"" ","323.8","17.48","11800","11800","SC","GºB","","ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","REDONDO","CONDUCCION","mp"
"C0001107","219,10 x 12,70 x SC GºB ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 8"" S","219.1","12.7","11000","12000","SC","GºB","","ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","REDONDO","CONDUCCION","mp"
"C0001108","273,00 x 15,09 x SC GºB ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 10"" ","273","15.09","11000","12000","SC","GºB","","ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","REDONDO","CONDUCCION","mp"
"C0001109","323,80 x 9,52 x CC X52 PSL2 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 ","323.8","9.52","11000","12000","CC","X52 PSL2","","ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","REDONDO","CONDUCCION",""
"C0001110","323,80 x 12,70 x CC X52 PSL2 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","323.8","12.7","11000","12000","CC","X52 PSL2","","ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","REDONDO","CONDUCCION",""
"C0001111","323,80 x 12,70 x CC X52 PSL2 ASTM A 106 / API 5L 12"" SCH XS (11000/12000)","323.8","12.7","11000","12000","CC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION",""
"C0001112","406,40 x 21,44 x SC GºB PSL1 ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","406.4","21.44","11000","12000","SC","GºB PSL1","","ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1","REDONDO","CONDUCCION",""
"C0001113","73,00 x 7,01 x SC GºB PSL1 ASTM A 106 / API 5L 2 1/2"" SCH 80 (11800/11800)","73","7.01","11800","11800","SC","GºB PSL1","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001114","60,30 x 3,91 x SC X52 PSL2 ASTM A 106 / API 5L 2"" SCH 40 (11800/11800)","60.3","3.91","11800","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
"C0001115","60,30 x 5,54 x SC X52 PSL2 ASTM A 106 / API 5L 2"" SCH 80 (11800/11800)","60.3","5.54","11800","11800","SC","X52 PSL2","","ASTM A 106 / API 5L","REDONDO","CONDUCCION","mp"
