"Lista de precios","Producto","UOM","Proveedor","Precio"
"COMPRA","CODO RL 90º (406,40x6,35) ASTM A 234 GB WPB PESO 62,95 16"" SCH 10","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CODO RL 90º (406,40x21,44) ASTM A 234 GB WPB PESO 204,17 16"" SCH 80","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"VENTA","CODO RL 90º (406,40x12,70) ASTM A 234 GB WPB PESO 117,93 16"" SCH 40","UNIDAD","","676.59"
"REVENDEDOR","CODO RL 90º (406,40x12,70) ASTM A 234 GB WPB PESO 117,93 16"" SCH 40","UNIDAD","","676.59"
"COMPRA","CODO RL 90º (406,40x12,70) ASTM A 234 GB WPB PESO 117,93 16"" SCH 40","UNIDAD","FITTINGS HAN'S PIPE","335.80"
"VENTA","CODO RL 90º (355,60x7,92) ASTM A 234 GB WPB PESO 59,93 14"" SCH 20","UNIDAD","","334.69"
"REVENDEDOR","CODO RL 90º (355,60x7,92) ASTM A 234 GB WPB PESO 59,93 14"" SCH 20","UNIDAD","","334.69"
"COMPRA","CODO RL 90º (355,60x7,92) ASTM A 234 GB WPB PESO 59,93 14"" SCH 20","UNIDAD","FITTINGS HAN'S PIPE","172.28"
"COMPRA","CODO RL 90º (355,60x6,35) ASTM A 234 GB WPB PESO 44,08 14"" SCH 10","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"VENTA","CODO RL 90º (33,40x4,55) ASTM A 234 GB WPB PESO 0,19 1""","UNIDAD","","2.84"
"REVENDEDOR","CODO RL 90º (33,40x4,55) ASTM A 234 GB WPB PESO 0,19 1""","UNIDAD","","2.84"
"VENTA","CODO RL 90º (33,40x3,38) ASTM A 234 GB WPB PESO 0,15 1""","UNIDAD","","2.49"
"REVENDEDOR","CODO RL 90º (33,40x3,38) ASTM A 234 GB WPB PESO 0,15 1""","UNIDAD","","2.49"
"COMPRA","CODO RL 90º (33,40x3,38) ASTM A 234 GB WPB PESO 0,15 1""","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CODO RL 90º (323,80x9,52) ASTM A 234 GB WPB PESO 52,85 12""","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"VENTA","CODO RL 90º (323,80x6,35) ASTM A 234 GB WPB PESO 37,23 12"" SCH 20","UNIDAD","","214.19"
"REVENDEDOR","CODO RL 90º (323,80x6,35) ASTM A 234 GB WPB PESO 37,23 12"" SCH 20","UNIDAD","","214.19"
"COMPRA","CODO RL 90º (323,80x6,35) ASTM A 234 GB WPB PESO 37,23 12"" SCH 20","UNIDAD","FITTINGS HAN'S PIPE","105.12"
"VENTA","CODO RL 90º (323,80x17,48) ASTM A 234 GB WPB PESO 71,67 12"" SCH 80","UNIDAD","","459.56"
"REVENDEDOR","CODO RL 90º (323,80x17,48) ASTM A 234 GB WPB PESO 71,67 12"" SCH 80","UNIDAD","","459.56"
"COMPRA","CODO RL 90º (323,80x17,48) ASTM A 234 GB WPB PESO 71,67 12"" SCH 80","UNIDAD","FITTINGS HAN'S PIPE","262.80"
"VENTA","CODO RL 90º (323,80x10,31) ASTM A 234 GB WPB PESO 58,15 12"" SCH 40","UNIDAD","","369.06"
"REVENDEDOR","CODO RL 90º (323,80x10,31) ASTM A 234 GB WPB PESO 58,15 12"" SCH 40","UNIDAD","","369.06"
"COMPRA","CODO RL 90º (323,80x10,31) ASTM A 234 GB WPB PESO 58,15 12"" SCH 40","UNIDAD","FITTINGS HAN'S PIPE","167.90"
"VENTA","CODO RL 90º (273,00x9,27) ASTM A 234 GB WPB PESO 36,00 10"" SCH 40","UNIDAD","","158.14"
"REVENDEDOR","CODO RL 90º (273,00x9,27) ASTM A 234 GB WPB PESO 36,00 10"" SCH 40","UNIDAD","","158.14"
"COMPRA","CODO RL 90º (273,00x9,27) ASTM A 234 GB WPB PESO 36,00 10"" SCH 40","UNIDAD","FITTINGS HAN'S PIPE","91.98"
"VENTA","CODO RL 90º (273,00x6,35) ASTM A 234 GB WPB PESO 25,79 10"" SCH 20","UNIDAD","","149.31"
"REVENDEDOR","CODO RL 90º (273,00x6,35) ASTM A 234 GB WPB PESO 25,79 10"" SCH 20","UNIDAD","","149.31"
"COMPRA","CODO RL 90º (273,00x6,35) ASTM A 234 GB WPB PESO 25,79 10"" SCH 20","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CODO RL 90º (273,00x15,09) ASTM A 234 GB WPB PESO 60,31 10"" SCH 80","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CODO RL 90º (26,70x3,91) ASTM A 234 GB WPB PESO 0,10 3/4"" SCH 80","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"VENTA","CODO RL 90º (26,70x2,87) ASTM A 234 GB WPB PESO 0,08 3/4""","UNIDAD","","2.57"
"REVENDEDOR","CODO RL 90º (26,70x2,87) ASTM A 234 GB WPB PESO 0,08 3/4""","UNIDAD","","2.57"
"COMPRA","CODO RL 90º (26,70x2,87) ASTM A 234 GB WPB PESO 0,08 3/4""","UNIDAD","FITTINGS HAN'S PIPE","1.07"
"VENTA","CODO RL 90º (219,10x8,18) ASTM A 234 GB WPB PESO 20,30 8"" SCH 40","UNIDAD","","74.35"
"REVENDEDOR","CODO RL 90º (219,10x8,18) ASTM A 234 GB WPB PESO 20,30 8"" SCH 40","UNIDAD","","74.35"
"COMPRA","CODO RL 90º (219,10x8,18) ASTM A 234 GB WPB PESO 20,30 8"" SCH 40","UNIDAD","FITTINGS HAN'S PIPE","50.08"
"COMPRA","CODO RL 90º (219,10x7,04) ASTM A 234 GB WPB PESO 18,98 8"" SCH 30","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"VENTA","CODO RL 90º (219,10x6,35) ASTM A 234 GB WPB PESO 15,90 8"" SCH 20","UNIDAD","","103.28"
"REVENDEDOR","CODO RL 90º (219,10x6,35) ASTM A 234 GB WPB PESO 15,90 8"" SCH 20","UNIDAD","","103.28"
"COMPRA","CODO RL 90º (219,10x12,70) ASTM A 234 GB WPB PESO 31,30 8"" SCH 80","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"VENTA","CODO RL 90º (21,30x2,77) ASTM A 234 GB WPB PESO 0,07 1/2""","UNIDAD","","2.54"
"REVENDEDOR","CODO RL 90º (21,30x2,77) ASTM A 234 GB WPB PESO 0,07 1/2""","UNIDAD","","2.54"
"COMPRA","CODO RL 90º (21,30x2,77) ASTM A 234 GB WPB PESO 0,07 1/2""","UNIDAD","FITTINGS HAN'S PIPE","1.07"
"VENTA","CODO RL 90º (168,30x7,11) ASTM A 234 GB WPB PESO 10,15 6"" SCH 40","UNIDAD","","43.36"
"REVENDEDOR","CODO RL 90º (168,30x7,11) ASTM A 234 GB WPB PESO 10,15 6"" SCH 40","UNIDAD","","43.36"
"COMPRA","CODO RL 90º (168,30x7,11) ASTM A 234 GB WPB PESO 10,15 6"" SCH 40","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CODO RL 90º (168,30x14,27) ASTM A 234 GB WPB PESO 20,42 6"" SCH 120","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"VENTA","CODO RL 90º (168,30x10,97) ASTM A 234 GB WPB PESO 15,60 6"" SCH 80","UNIDAD","","82.45"
"REVENDEDOR","CODO RL 90º (168,30x10,97) ASTM A 234 GB WPB PESO 15,60 6"" SCH 80","UNIDAD","","82.45"
"COMPRA","CODO RL 90º (168,30x10,97) ASTM A 234 GB WPB PESO 15,60 6"" SCH 80","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"VENTA","CODO RL 90º (141,30x6,55) ASTM A 234 GB WPB PESO 6,62","UNIDAD","","30.49"
"REVENDEDOR","CODO RL 90º (141,30x6,55) ASTM A 234 GB WPB PESO 6,62","UNIDAD","","30.49"
"COMPRA","CODO RL 90º (141,30x6,55) ASTM A 234 GB WPB PESO 6,62","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"VENTA","CODO RL 90º (114,30x8,56) ASTM A 234 GB WPB PESO 5,67 4"" SCH 80","UNIDAD","","25.43"
"REVENDEDOR","CODO RL 90º (114,30x8,56) ASTM A 234 GB WPB PESO 5,67 4"" SCH 80","UNIDAD","","25.43"
"COMPRA","CODO RL 90º (114,30x8,56) ASTM A 234 GB WPB PESO 5,67 4"" SCH 80","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"VENTA","CODO RL 90º (114,30x6,02) ASTM A 234 GB WPB PESO 3,85 4"" SCH 40","UNIDAD","","17.46"
"COMPRA","CODO RL 90º (114,30x6,02) ASTM A 234 GB WPB PESO 3,83 4"" SCH 40","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CODO RL 90º (114,30x11,13) ASTM A 234 GB WPB PESO 7,11 4"" SCH 120","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"VENTA","CODO RL 90º (101,60x5,74) ASTM A 234 GB WPB PESO 2,99 3 1/2"" SCH 40","UNIDAD","","16.25"
"REVENDEDOR","CODO RL 90º (101,60x5,74) ASTM A 234 GB WPB PESO 2,99 3 1/2"" SCH 40","UNIDAD","","16.25"
"COMPRA","CODO RL 90º (101,60x5,74) ASTM A 234 GB WPB PESO 2,99 3 1/2"" SCH 40","UNIDAD","FITTINGS HAN'S PIPE","11.33"
"VENTA","CODO RL 45º (88,90x7,62) ASTM A 234 GB WPB PESO 1,50 3"" SCH 80","UNIDAD","","10.67"
"REVENDEDOR","CODO RL 45º (88,90x7,62) ASTM A 234 GB WPB PESO 1,50 3"" SCH 80","UNIDAD","","10.67"
"COMPRA","CODO RL 45º (88,90x7,62) ASTM A 234 GB WPB PESO 1,50 3"" SCH 80","UNIDAD","FITTINGS HAN'S PIPE","5.84"
"VENTA","CODO RL 45º (88,90x5,49) ASTM A 234 GB WPB PESO 1,13 3"" SCH 40","UNIDAD","","7.53"
"REVENDEDOR","CODO RL 45º (88,90x5,49) ASTM A 234 GB WPB PESO 1,13 3"" SCH 40","UNIDAD","","7.53"
"COMPRA","CODO RL 45º (88,90x5,49) ASTM A 234 GB WPB PESO 1,13 3"" SCH 40","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CODO RL 45º (73,00x5,16) ASTM A 234 GB WPB PESO 0,65 2 1/2"" SCH 40/STD","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"VENTA","CODO RL 45º (60,30x5,54) ASTM A 234 GB WPB PESO 0,54 2"" SCH 80/XS","UNIDAD","","3.98"
"REVENDEDOR","CODO RL 45º (60,30x5,54) ASTM A 234 GB WPB PESO 0,54 2"" SCH 80/XS","UNIDAD","","3.98"
"COMPRA","CODO RL 45º (60,30x5,54) ASTM A 234 GB WPB PESO 0,54 2"" SCH 80/XS","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"VENTA","CODO RL 45º (60,30x3,91) ASTM A 234 GB WPB PESO 0,38 2"" SCH 40/STD","UNIDAD","","2.92"
"REVENDEDOR","CODO RL 45º (60,30x3,91) ASTM A 234 GB WPB PESO 0,38 2"" SCH 40/STD","UNIDAD","","2.92"
"COMPRA","CODO RL 45º (60,30x3,91) ASTM A 234 GB WPB PESO 0,38 2"" SCH 40/STD","UNIDAD","FITTINGS HAN'S PIPE","1.61"
"VENTA","CODO RL 45º (48,30x3,68) ASTM A 234 GB WPB PESO 0,04 1 1/2""","UNIDAD","","1.96"
"REVENDEDOR","CODO RL 45º (48,30x3,68) ASTM A 234 GB WPB PESO 0,04 1 1/2""","UNIDAD","","1.96"
"COMPRA","CODO RL 45º (48,30x3,68) ASTM A 234 GB WPB PESO 0,04 1 1/2""","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CODO RL 45º (355,60x6,35) ASTM A 234 GB WPB PESO 22,04 14"" SCH 10","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CODO RL 45º (33,40x4,55) ASTM A 234 GB WPB PESO 0,10 1"" SCH 80","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CODO RL 45º (33,40x3,38) ASTM A 234 GB WPB PESO 0,08 1"" SCH 40/STD","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CODO RL 45º (323,80x25,40) ASTM A 234 GB WPB PESO 70,44 12"" SCH 120","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CODO RL 45º (273,00x9,27) ASTM A 234 GB WPB PESO 18,55 10"" SCH 40","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CODO RL 45º (273,00x6,35) ASTM A 234 GB WPB PESO 19,50 10"" SCH 20","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CODO RL 45º (273,00x15,09) ASTM A 234 GB WPB PESO 30,16 10"" SCH 80","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"VENTA","CODO RL 45º (219,10x8,18) ASTM A 234 GB WPB PESO 10,57 8"" SCH 40","UNIDAD","","65.45"
"REVENDEDOR","CODO RL 45º (219,10x8,18) ASTM A 234 GB WPB PESO 10,57 8"" SCH 40","UNIDAD","","65.45"
"COMPRA","CODO RL 45º (219,10x8,18) ASTM A 234 GB WPB PESO 10,57 8"" SCH 40","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CODO RL 45º (219,10x7,04) ASTM A 234 GB WPB PESO 9,49 8"" SCH 30","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CODO RL 45º (219,10x6,35) ASTM A 234 GB WPB PESO 8,08 8"" SCH 20","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"VENTA","CODO RL 45º (168,30x7,11) ASTM A 234 GB WPB PESO 5,06 6"" SCH 40","UNIDAD","","33.13"
"REVENDEDOR","CODO RL 45º (168,30x7,11) ASTM A 234 GB WPB PESO 5,06 6"" SCH 40","UNIDAD","","33.13"
"COMPRA","CODO RL 45º (168,30x7,11) ASTM A 234 GB WPB PESO 5,06 6"" SCH 40","UNIDAD","FITTINGS HAN'S PIPE","17.08"
"COMPRA","CODO RL 45º (168,30x10,97) ASTM A 234 GB WPB PESO 7,94 6"" SCH 80","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CODO RL 45º (114,30x8,56) ASTM A 234 GB WPB PESO 2,70 4"" SCH 80","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"VENTA","CODO RL 45º (114,30x6,02) ASTM A 234 GB WPB PESO 1,92 4"" SCH 40","UNIDAD","","10.62"
"REVENDEDOR","CODO RL 45º (114,30x6,02) ASTM A 234 GB WPB PESO 1,92 4"" SCH 40","UNIDAD","","10.62"
"COMPRA","CODO RL 45º (114,30x6,02) ASTM A 234 GB WPB PESO 1,92 4"" SCH 40","UNIDAD","FITTINGS HAN'S PIPE","7.30"
"COMPRA","CODO RL 45º (114,30x13,49) ASTM A 234 GB WPB PESO 4,21 4"" SCH 160","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CODO RL 180º (88,90x5,49) ASTM A 234 GB WPB PESO 4,19 3"" SCH 40/STD","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CODO RL 180º (60,30x3,91) ASTM A 234 GB WPB PESO 1,46 2"" SCH 40","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CODO RL 180º (48,30x3,68) ASTM A 234 GB WPB PESO 0,73 1 1/2"" SCH 40/STD","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CODO RL 180º (114,30x6,02) ASTM A 234 GB WPB PESO 7,94 4"" SCH 40/STD","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CAPS – CASQUETE SEMIELIPTICO (88,90x7,62) ASTM A 234 B16.9 BW PESO 0,92 3"" SCH 80","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CAPS – CASQUETE SEMIELIPTICO (88,90x5,49) ASTM A 234 B16.9 BW PESO 0,70 3"" SCH 40/STD","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CAPS – CASQUETE SEMIELIPTICO (73,00x5,16) ASTM A 234 B16.9 BW PESO 0,39 2 1/2"" SCH 40/STD","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CAPS – CASQUETE SEMIELIPTICO (60,30x5,54) ASTM A 234 B16.9 BW PESO 0,33 2"" SCH 80","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CAPS – CASQUETE SEMIELIPTICO (60,30x3,91) ASTM A 234 B16.9 BW PESO 0,25 2"" SCH 40/STD","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CAPS – CASQUETE SEMIELIPTICO (508,00x9,52) ASTM A 234 B16.9 BW PESO 32,00 20"" SCH 20","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CAPS – CASQUETE SEMIELIPTICO (457,20x23,83) ASTM A 234 B16.9 BW PESO 72,50 18"" SCH 80","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CAPS – CASQUETE SEMIELIPTICO (457,20x14,27) ASTM A 234 B16.9 BW PESO 42,00 18"" SCH 40","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CAPS – CASQUETE SEMIELIPTICO (406,40x12,70) ASTM A 234 B16.9 BW PESO 31,50 16"" SCH 40","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CAPS – CASQUETE SEMIELIPTICO (355,60x12,70) ASTM A 234 B16.9 BW PESO 27,00 14"" SCH XS","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CAPS – CASQUETE SEMIELIPTICO (273,00x9,27) ASTM A 234 B16.9 BW PESO 9,15 10"" SCH 40/STD","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CAPS – CASQUETE SEMIELIPTICO (219,10x8,18) ASTM A 234 B16.9 BW PESO 5,50 8"" SCH 40/STD","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CAPS – CASQUETE SEMIELIPTICO (219,10x6,35) ASTM A 234 B16.9 BW PESO 4,50 8"" SCH 20","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CAPS – CASQUETE SEMIELIPTICO (168,30x7,11) ASTM A 234 B16.9 BW PESO 3,00 6"" SCH 40/STD","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CAPS – CASQUETE SEMIELIPTICO (168,30x10,97) ASTM A 234 B16.9 BW PESO 4,50 6"" SCH 80","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CAPS – CASQUETE SEMIELIPTICO (141,30x6,55) ASTM A 234 B16.9 BW PESO 2,00 5"" SCH 40/STD","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CAPS – CASQUETE SEMIELIPTICO (114,30x8,56) ASTM A 234 B16.9 BW PESO 1,70 4"" SCH 80","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"COMPRA","CAPS – CASQUETE SEMIELIPTICO (114,30x6,02) ASTM A 234 B16.9 BW PESO 1,17 4"" SCH 40/STD","UNIDAD","FITTINGS HAN'S PIPE","0.00"
"VENTA","BRIDA SERIE 600 (88,90x7,62) WN RF ASTM A 105 B16.5 PESO 8,89 3"" SCH 80","UNIDAD","","36.68"
"REVENDEDOR","BRIDA SERIE 600 (88,90x7,62) WN RF ASTM A 105 B16.5 PESO 8,89 3"" SCH 80","UNIDAD","","36.68"
"COMPRA","BRIDA SERIE 600 (88,90x7,62) WN RF ASTM A 105 B16.5 PESO 8,89 3"" SCH 80","UNIDAD","ADLER STEEL LTD","21.47"
"COMPRA","BRIDA SERIE 600 (88,90x7,62) WN RF ASTM A 105 B16.5 PESO 8,89 3"" SCH 80","UNIDAD","FITTINGS HAN'S PIPE","16.67"
"VENTA","BRIDA SERIE 600 (88,90x5,49) WN RF ASTM A 105 B16.5 PESO 8,54 3"" SCH 40","UNIDAD","","35.04"
"REVENDEDOR","BRIDA SERIE 600 (88,90x5,49) WN RF ASTM A 105 B16.5 PESO 8,54 3"" SCH 40","UNIDAD","","35.04"
"COMPRA","BRIDA SERIE 600 (88,90x5,49) WN RF ASTM A 105 B16.5 PESO 8,54 3"" SCH 40","UNIDAD","ADLER STEEL LTD","20.51"
"COMPRA","BRIDA SERIE 600 (88,90x5,49) WN RF ASTM A 105 B16.5 PESO 8,54 3"" SCH 40","UNIDAD","FITTINGS HAN'S PIPE","15.91"
"VENTA","BRIDA SERIE 600 (88,90) BL RF ASTM A 105 B16.5 PESO 9,80 3""","UNIDAD","","33.96"
"REVENDEDOR","BRIDA SERIE 600 (88,90) BL RF ASTM A 105 B16.5 PESO 9,80 3""","UNIDAD","","33.96"
"COMPRA","BRIDA SERIE 600 (88,90) BL RF ASTM A 105 B16.5 PESO 9,80 3""","UNIDAD","ADLER STEEL LTD","19.34"
"COMPRA","BRIDA SERIE 600 (88,90) BL RF ASTM A 105 B16.5 PESO 9,80 3""","UNIDAD","FITTINGS HAN'S PIPE","16.22"
"VENTA","BRIDA SERIE 600 (60,30x5,54) WN RF ASTM A 105 B16.5 PESO 4,53 2""","UNIDAD","","18.30"
"REVENDEDOR","BRIDA SERIE 600 (60,30x5,54) WN RF ASTM A 105 B16.5 PESO 4,53 2""","UNIDAD","","18.30"
"COMPRA","BRIDA SERIE 600 (60,30x5,54) WN RF ASTM A 105 B16.5 PESO 4,53 2""","UNIDAD","ADLER STEEL LTD","14.59"
"COMPRA","BRIDA SERIE 600 (60,30x5,54) WN RF ASTM A 105 B16.5 PESO 4,53 2""","UNIDAD","FITTINGS HAN'S PIPE","11.27"
"VENTA","BRIDA SERIE 600 (60,30x3,91) WN RF ASTM A 105 B16.5 PESO 4,36 2""","UNIDAD","","22.84"
"REVENDEDOR","BRIDA SERIE 600 (60,30x3,91) WN RF ASTM A 105 B16.5 PESO 4,36 2""","UNIDAD","","22.84"
"COMPRA","BRIDA SERIE 600 (60,30x3,91) WN RF ASTM A 105 B16.5 PESO 4,36 2""","UNIDAD","ADLER STEEL LTD","14.44"
"COMPRA","BRIDA SERIE 600 (60,30x3,91) WN RF ASTM A 105 B16.5 PESO 4,36 2""","UNIDAD","FITTINGS HAN'S PIPE","10.47"
"VENTA","BRIDA SERIE 600 (60,30) BL RF ASTM A 105 B16.5 PESO 4,15 2""","UNIDAD","","14.97"
"REVENDEDOR","BRIDA SERIE 600 (60,30) BL RF ASTM A 105 B16.5 PESO 4,15 2""","UNIDAD","","14.97"
"COMPRA","BRIDA SERIE 600 (60,30) BL RF ASTM A 105 B16.5 PESO 4,15 2""","UNIDAD","ADLER STEEL LTD","11.72"
"COMPRA","BRIDA SERIE 600 (60,30) BL RF ASTM A 105 B16.5 PESO 4,15 2""","UNIDAD","FITTINGS HAN'S PIPE","9.35"
"VENTA","BRIDA SERIE 600 (48,30x7,14) SW RF ASTM A 105 B16.5 PESO 3,76 1 1/2 ""","UNIDAD","","17.93"
"REVENDEDOR","BRIDA SERIE 600 (48,30x7,14) SW RF ASTM A 105 B16.5 PESO 3,76 1 1/2 ""","UNIDAD","","17.93"
"COMPRA","BRIDA SERIE 600 (48,30x7,14) SW RF ASTM A 105 B16.5 PESO 3,76 1 1/2 ""","UNIDAD","ADLER STEEL LTD","9.18"
"COMPRA","BRIDA SERIE 600 (48,30x7,14) SW RF ASTM A 105 B16.5 PESO 3,76 1 1/2 ""","UNIDAD","FITTINGS HAN'S PIPE","8.89"
"VENTA","BRIDA SERIE 600 (48,30) BL RF ASTM A 105 B16.5 PESO 3,25 1 1/2""","UNIDAD","","15.75"
"REVENDEDOR","BRIDA SERIE 600 (48,30) BL RF ASTM A 105 B16.5 PESO 3,25 1 1/2""","UNIDAD","","15.75"
"COMPRA","BRIDA SERIE 600 (48,30) BL RF ASTM A 105 B16.5 PESO 3,25 1 1/2""","UNIDAD","ADLER STEEL LTD","9.62"
"COMPRA","BRIDA SERIE 600 (48,30) BL RF ASTM A 105 B16.5 PESO 3,25 1 1/2""","UNIDAD","FITTINGS HAN'S PIPE","7.44"
"VENTA","BRIDA SERIE 600 (406,40) BL RF ASTM A 105 B16.5 PESO 214,00 16""","UNIDAD","","649.21"
"REVENDEDOR","BRIDA SERIE 600 (406,40) BL RF ASTM A 105 B16.5 PESO 214,00 16""","UNIDAD","","649.21"
"COMPRA","BRIDA SERIE 600 (406,40) BL RF ASTM A 105 B16.5 PESO 214,00 16""","UNIDAD","ADLER STEEL LTD","462.46"
"COMPRA","BRIDA SERIE 600 (406,40) BL RF ASTM A 105 B16.5 PESO 214,00 16""","UNIDAD","FITTINGS HAN'S PIPE","444.18"
"VENTA","BRIDA SERIE 600 (355,60x19,05) WN RF ASTM A 105 B16.5 PESO 136,61 14"" SCH 80","UNIDAD","","566.88"
"REVENDEDOR","BRIDA SERIE 600 (355,60x19,05) WN RF ASTM A 105 B16.5 PESO 136,61 14"" SCH 80","UNIDAD","","566.88"
"COMPRA","BRIDA SERIE 600 (355,60x19,05) WN RF ASTM A 105 B16.5 PESO 136,61 14"" SCH 80","UNIDAD","ADLER STEEL LTD","332.33"
"COMPRA","BRIDA SERIE 600 (355,60x19,05) WN RF ASTM A 105 B16.5 PESO 136,61 14"" SCH 80","UNIDAD","FITTINGS HAN'S PIPE","263.69"
"VENTA","BRIDA SERIE 600 (33,40x6,35) SW RF ASTM A 105 B16.5 PESO 1,98 1""","UNIDAD","","10.45"
"REVENDEDOR","BRIDA SERIE 600 (33,40x6,35) SW RF ASTM A 105 B16.5 PESO 1,98 1""","UNIDAD","","10.45"
"COMPRA","BRIDA SERIE 600 (33,40x6,35) SW RF ASTM A 105 B16.5 PESO 1,98 1""","UNIDAD","ADLER STEEL LTD","5.95"
"COMPRA","BRIDA SERIE 600 (33,40x6,35) SW RF ASTM A 105 B16.5 PESO 1,98 1""","UNIDAD","FITTINGS HAN'S PIPE","5.47"
"VENTA","BRIDA SERIE 600 (33,40x4,55) SW RF ASTM A 105 B16.5 PESO 1,61 1""","UNIDAD","","9.45"
"REVENDEDOR","BRIDA SERIE 600 (33,40x4,55) SW RF ASTM A 105 B16.5 PESO 1,61 1""","UNIDAD","","9.45"
"COMPRA","BRIDA SERIE 600 (33,40x4,55) SW RF ASTM A 105 B16.5 PESO 1,61 1""","UNIDAD","ADLER STEEL LTD","5.93"
"COMPRA","BRIDA SERIE 600 (33,40x4,55) SW RF ASTM A 105 B16.5 PESO 1,61 1""","UNIDAD","FITTINGS HAN'S PIPE","4.62"
"VENTA","BRIDA SERIE 600 (33,40) BL RF ASTM A 105 B16.5 PESO 1,60 1""","UNIDAD","","6.96"
"REVENDEDOR","BRIDA SERIE 600 (33,40) BL RF ASTM A 105 B16.5 PESO 1,60 1""","UNIDAD","","6.96"
"COMPRA","BRIDA SERIE 600 (33,40) BL RF ASTM A 105 B16.5 PESO 1,60 1""","UNIDAD","ADLER STEEL LTD","5.49"
"COMPRA","BRIDA SERIE 600 (33,40) BL RF ASTM A 105 B16.5 PESO 1,60 1""","UNIDAD","FITTINGS HAN'S PIPE","4.20"
"VENTA","BRIDA SERIE 600 (323,80x17,48) WN RF ASTM A 105 B16.5 PESO 113,58 12"" SCH 80","UNIDAD","","475.57"
"REVENDEDOR","BRIDA SERIE 600 (323,80x17,48) WN RF ASTM A 105 B16.5 PESO 113,58 12"" SCH 80","UNIDAD","","475.57"
"COMPRA","BRIDA SERIE 600 (323,80x17,48) WN RF ASTM A 105 B16.5 PESO 113,58 12"" SCH 80","UNIDAD","ADLER STEEL LTD","279.04"
"COMPRA","BRIDA SERIE 600 (323,80x17,48) WN RF ASTM A 105 B16.5 PESO 113,58 12"" SCH 80","UNIDAD","FITTINGS HAN'S PIPE","218.93"
